season,local_path,source_url,bytes,sha256
2021-22,data/raw/open-meteo/sauvie-island/2021-22.json,https://archive-api.open-meteo.com/v1/archive?latitude=45.72&longitude=-122.803&start_date=2021-10-16&end_date=2022-01-29&models=ecmwf_ifs&timezone=America%2FLos_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&hourly=temperature_2m%2Capparent_temperature%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Csnowfall%2Cweather_code%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&daily=weather_code%2Ctemperature_2m_max%2Ctemperature_2m_min%2Ctemperature_2m_mean%2Cprecipitation_sum%2Crain_sum%2Csnowfall_sum%2Cprecipitation_hours%2Csunrise%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cwind_direction_10m_dominant,184516,bac0aaa48fa08d94b4fafc4ff50919a2967b006ab69dabe06956ce951b96d078
2022-23,data/raw/open-meteo/sauvie-island/2022-23.json,https://archive-api.open-meteo.com/v1/archive?latitude=45.72&longitude=-122.803&start_date=2022-10-15&end_date=2023-01-29&models=ecmwf_ifs&timezone=America%2FLos_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&hourly=temperature_2m%2Capparent_temperature%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Csnowfall%2Cweather_code%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&daily=weather_code%2Ctemperature_2m_max%2Ctemperature_2m_min%2Ctemperature_2m_mean%2Cprecipitation_sum%2Crain_sum%2Csnowfall_sum%2Cprecipitation_hours%2Csunrise%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cwind_direction_10m_dominant,185526,fc4739f6e1ea9b4abdded32a8d3619bde3efbc5743ec39e961351a14254fc65c
2023-24,data/raw/open-meteo/sauvie-island/2023-24.json,https://archive-api.open-meteo.com/v1/archive?latitude=45.72&longitude=-122.803&start_date=2023-10-14&end_date=2024-01-27&models=ecmwf_ifs&timezone=America%2FLos_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&hourly=temperature_2m%2Capparent_temperature%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Csnowfall%2Cweather_code%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&daily=weather_code%2Ctemperature_2m_max%2Ctemperature_2m_min%2Ctemperature_2m_mean%2Cprecipitation_sum%2Crain_sum%2Csnowfall_sum%2Cprecipitation_hours%2Csunrise%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cwind_direction_10m_dominant,183916,68fe9610abd6382f54473c138d0c9c22ad528737737e0e197d7b190bf5a121bd
2024-25,data/raw/open-meteo/sauvie-island/2024-25.json,https://archive-api.open-meteo.com/v1/archive?latitude=45.72&longitude=-122.803&start_date=2024-10-12&end_date=2025-01-25&models=ecmwf_ifs&timezone=America%2FLos_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&hourly=temperature_2m%2Capparent_temperature%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Csnowfall%2Cweather_code%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&daily=weather_code%2Ctemperature_2m_max%2Ctemperature_2m_min%2Ctemperature_2m_mean%2Cprecipitation_sum%2Crain_sum%2Csnowfall_sum%2Cprecipitation_hours%2Csunrise%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cwind_direction_10m_dominant,183645,48e4f8f3edf764ed0b1f8d3314a7270fa27224ebf0b0e2e705ff99ab6e2cc020
2025-26,data/raw/open-meteo/sauvie-island/2025-26.json,https://archive-api.open-meteo.com/v1/archive?latitude=45.72&longitude=-122.803&start_date=2025-10-11&end_date=2026-01-25&models=ecmwf_ifs&timezone=America%2FLos_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&hourly=temperature_2m%2Capparent_temperature%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Csnowfall%2Cweather_code%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&daily=weather_code%2Ctemperature_2m_max%2Ctemperature_2m_min%2Ctemperature_2m_mean%2Cprecipitation_sum%2Crain_sum%2Csnowfall_sum%2Cprecipitation_hours%2Csunrise%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cwind_direction_10m_dominant,185422,27635c3a46c2071b7e3246c5939987dcc13fdcc064bbf6b3bcb8b41400a2f916
