season,hunt_date,timezone,sunrise_local,estimated_open_time_local,opening_sample_time_local,opening_sample_offset_minutes,opening_weather_code,opening_conditions,opening_temperature_f,opening_apparent_temperature_f,opening_relative_humidity_pct,opening_cloud_cover_pct,opening_precipitation_in,opening_rain_in,opening_snowfall_in,opening_wind_speed_mph,opening_wind_gust_mph,opening_wind_direction_deg,opening_wind_direction_cardinal,daily_weather_code,daily_conditions,daily_temperature_mean_f,daily_temperature_high_f,daily_temperature_low_f,daily_precipitation_in,daily_rain_in,daily_snowfall_in,daily_precipitation_hours,daily_wind_speed_max_mph,daily_wind_gust_max_mph,daily_wind_direction_dominant_deg,daily_wind_direction_dominant_cardinal,requested_latitude,requested_longitude,weather_grid_latitude,weather_grid_longitude,weather_grid_elevation_m,weather_model
2021-22,2021-10-16,America/Los_Angeles,2021-10-16T07:29,2021-10-16T06:59,2021-10-16T07:00,1,3,Overcast,44.0,41.4,100,100,0.0,0.0,0.0,2.6,5.8,165,SSE,3,Overcast,52.1,63.6,44.0,0.0,0.0,0.0,0.0,5.2,12.3,170,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-18,America/Los_Angeles,2021-10-18T07:32,2021-10-18T07:02,2021-10-18T07:00,-2,0,Clear sky,43.3,39.9,96,3,0.0,0.0,0.0,3.5,6.7,255,WSW,51,Light drizzle,49.5,56.9,43.3,0.02,0.02,0.0,4.0,6.0,12.3,335,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-20,America/Los_Angeles,2021-10-20T07:35,2021-10-20T07:05,2021-10-20T07:00,-5,55,Dense drizzle,50.2,45.2,97,100,0.043,0.043,0.0,11.3,25.1,188,S,61,Slight rain,52.6,58.4,47.2,0.453,0.453,0.0,18.0,12.0,28.9,168,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-22,America/Los_Angeles,2021-10-22T07:37,2021-10-22T07:07,2021-10-22T07:00,-7,3,Overcast,50.5,48.5,95,100,0.0,0.0,0.0,4.4,9.4,156,SSE,61,Slight rain,52.6,58.7,48.5,0.311,0.311,0.0,13.0,9.1,19.9,182,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-24,America/Los_Angeles,2021-10-24T07:40,2021-10-24T07:10,2021-10-24T07:00,-10,55,Dense drizzle,50.3,45.1,90,100,0.039,0.039,0.0,10.6,21.7,120,ESE,61,Slight rain,52.0,54.6,49.6,0.445,0.445,0.0,16.0,16.7,36.9,160,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-26,America/Los_Angeles,2021-10-26T07:43,2021-10-26T07:13,2021-10-26T07:00,-13,53,Moderate drizzle,49.0,43.9,94,100,0.035,0.035,0.0,10.5,21.0,168,SSE,61,Slight rain,50.6,55.9,47.7,0.343,0.343,0.0,22.0,12.6,29.1,184,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-28,America/Los_Angeles,2021-10-28T07:46,2021-10-28T07:16,2021-10-28T07:00,-16,3,Overcast,54.4,52.9,99,100,0.0,0.0,0.0,6.5,13.4,174,S,61,Slight rain,57.3,62.6,50.7,0.268,0.268,0.0,18.0,11.4,22.8,185,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-10-30,America/Los_Angeles,2021-10-30T07:48,2021-10-30T07:18,2021-10-30T07:00,-18,0,Clear sky,42.6,36.1,75,0,0.0,0.0,0.0,7.6,13.9,328,NNW,0,Clear sky,48.3,56.8,42.4,0.0,0.0,0.0,0.0,9.5,19.2,340,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-04,America/Los_Angeles,2021-11-04T07:55,2021-11-04T07:25,2021-11-04T07:00,-25,51,Light drizzle,54.2,49.3,92,97,0.008,0.008,0.0,13.2,26.8,161,SSE,63,Moderate rain,51.0,55.6,45.0,0.465,0.465,0.0,16.0,14.6,30.2,184,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-06,America/Los_Angeles,2021-11-06T07:58,2021-11-06T07:28,2021-11-06T07:00,-28,53,Moderate drizzle,45.0,39.2,95,100,0.035,0.035,0.0,9.9,21.3,176,S,61,Slight rain,45.1,48.4,41.8,0.858,0.858,0.0,22.0,13.1,29.1,186,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-08,America/Los_Angeles,2021-11-08T08:01,2021-11-08T07:31,2021-11-08T08:00,29,1,Mainly clear,42.6,39.4,95,22,0.0,0.0,0.0,2.7,5.8,95,E,61,Slight rain,46.7,53.9,41.6,0.051,0.051,0.0,1.0,10.6,19.9,123,ESE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-10,America/Los_Angeles,2021-11-10T08:04,2021-11-10T07:34,2021-11-10T08:00,26,51,Light drizzle,42.1,38.8,99,99,0.016,0.016,0.0,2.9,5.8,129,SE,63,Moderate rain,46.2,51.1,41.9,0.287,0.287,0.0,10.0,6.5,16.8,136,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-12,America/Los_Angeles,2021-11-12T08:07,2021-11-12T07:37,2021-11-12T08:00,23,61,Slight rain,57.7,57.6,99,100,0.075,0.075,0.0,6.1,14.5,184,S,63,Moderate rain,56.3,58.2,49.6,1.354,1.354,0.0,19.0,10.6,25.9,199,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-14,America/Los_Angeles,2021-11-14T08:10,2021-11-14T07:40,2021-11-14T08:00,20,51,Light drizzle,57.7,56.1,99,100,0.008,0.008,0.0,9.2,19.0,194,SSW,51,Light drizzle,58.1,60.6,55.7,0.043,0.043,0.0,8.0,10.9,21.9,192,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-16,America/Los_Angeles,2021-11-16T08:12,2021-11-16T07:42,2021-11-16T08:00,18,53,Moderate drizzle,40.0,36.4,95,57,0.035,0.035,0.0,2.2,5.6,204,SSW,53,Moderate drizzle,43.2,50.0,37.9,0.059,0.059,0.0,3.0,5.0,13.0,250,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-18,America/Los_Angeles,2021-11-18T08:15,2021-11-18T07:45,2021-11-18T08:00,15,3,Overcast,41.3,37.8,87,100,0.0,0.0,0.0,1.4,5.4,252,WSW,63,Moderate rain,44.3,50.5,41.3,0.39,0.39,0.0,9.0,6.2,13.0,177,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-20,America/Los_Angeles,2021-11-20T08:18,2021-11-20T07:48,2021-11-20T08:00,12,3,Overcast,41.6,39.2,96,93,0.0,0.0,0.0,0.5,4.3,333,NNW,51,Light drizzle,43.2,50.1,37.0,0.004,0.004,0.0,1.0,4.6,10.1,4,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-22,America/Los_Angeles,2021-11-22T08:20,2021-11-22T07:50,2021-11-22T08:00,10,3,Overcast,35.5,29.9,92,100,0.0,0.0,0.0,4.7,10.7,183,S,63,Moderate rain,39.7,46.0,35.2,0.327,0.327,0.0,6.0,5.5,11.4,167,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-24,America/Los_Angeles,2021-11-24T08:23,2021-11-24T07:53,2021-11-24T08:00,7,3,Overcast,38.2,34.8,100,100,0.0,0.0,0.0,1.5,3.1,333,NNW,3,Overcast,40.8,46.6,37.8,0.0,0.0,0.0,0.0,3.0,7.4,260,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-27,America/Los_Angeles,2021-11-27T08:27,2021-11-27T07:57,2021-11-27T08:00,3,51,Light drizzle,48.3,46.5,99,100,0.004,0.004,0.0,3.0,6.7,193,SSW,61,Slight rain,51.6,56.5,46.6,0.173,0.173,0.0,13.0,10.2,20.1,186,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-11-29,America/Los_Angeles,2021-11-29T08:29,2021-11-29T07:59,2021-11-29T08:00,1,51,Light drizzle,51.8,50.7,98,100,0.016,0.016,0.0,3.6,6.5,158,SSE,53,Moderate drizzle,53.0,56.4,49.5,0.055,0.055,0.0,6.0,5.5,11.4,171,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-01,America/Los_Angeles,2021-12-01T08:32,2021-12-01T08:02,2021-12-01T08:00,-2,3,Overcast,47.8,46.6,100,100,0.0,0.0,0.0,1.6,3.1,56,NE,3,Overcast,49.9,55.4,45.5,0.0,0.0,0.0,0.0,4.2,8.1,212,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-03,America/Los_Angeles,2021-12-03T08:34,2021-12-03T08:04,2021-12-03T08:00,-4,1,Mainly clear,37.3,31.8,95,23,0.0,0.0,0.0,5.6,11.4,344,NNW,3,Overcast,41.2,49.5,35.9,0.0,0.0,0.0,0.0,6.6,14.1,338,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-05,America/Los_Angeles,2021-12-05T08:36,2021-12-05T08:06,2021-12-05T08:00,-6,3,Overcast,36.4,33.1,100,100,0.0,0.0,0.0,0.5,3.4,207,SSW,3,Overcast,38.5,42.8,33.7,0.0,0.0,0.0,0.0,7.7,17.9,338,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-07,America/Los_Angeles,2021-12-07T08:38,2021-12-07T08:08,2021-12-07T08:00,-8,3,Overcast,45.2,43.2,99,100,0.0,0.0,0.0,1.7,4.0,220,SW,51,Light drizzle,47.0,50.1,44.2,0.047,0.047,0.0,7.0,4.0,7.4,172,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-09,America/Los_Angeles,2021-12-09T08:40,2021-12-09T08:10,2021-12-09T08:00,-10,73,Moderate snow fall,34.1,29.4,98,89,0.051,0.012,0.276,2.7,6.9,189,S,73,Moderate snow fall,36.4,42.8,31.8,0.335,0.236,0.689,14.0,7.6,18.6,207,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-11,America/Los_Angeles,2021-12-11T08:42,2021-12-11T08:12,2021-12-11T08:00,-12,63,Moderate rain,43.3,34.3,97,100,0.098,0.098,0.0,16.7,35.8,187,S,63,Moderate rain,43.4,46.6,39.5,1.37,1.37,0.0,21.0,19.3,39.8,190,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-13,America/Los_Angeles,2021-12-13T08:44,2021-12-13T08:14,2021-12-13T08:00,-14,3,Overcast,37.3,33.0,98,100,0.0,0.0,0.0,3.1,8.1,184,S,61,Slight rain,38.6,40.7,36.4,0.386,0.386,0.0,19.0,10.5,22.1,178,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-15,America/Los_Angeles,2021-12-15T08:45,2021-12-15T08:15,2021-12-15T08:00,-15,51,Light drizzle,38.4,30.4,74,100,0.004,0.004,0.0,9.5,18.8,135,SE,71,Slight snow fall,36.6,38.4,34.2,0.173,0.169,0.028,16.0,10.1,20.4,134,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-17,America/Los_Angeles,2021-12-17T08:46,2021-12-17T08:16,2021-12-17T08:00,-16,3,Overcast,32.7,28.0,100,100,0.0,0.0,0.0,2.3,5.8,349,N,53,Moderate drizzle,36.2,39.7,31.8,0.063,0.063,0.0,5.0,4.5,7.4,289,WNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-19,America/Los_Angeles,2021-12-19T08:48,2021-12-19T08:18,2021-12-19T08:00,-18,3,Overcast,34.6,30.2,98,100,0.0,0.0,0.0,2.1,6.7,18,NNE,75,Heavy snow fall,36.8,39.7,34.2,0.874,0.693,1.268,20.0,5.4,9.6,347,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-21,America/Los_Angeles,2021-12-21T08:49,2021-12-21T08:19,2021-12-21T08:00,-19,3,Overcast,32.9,27.6,98,100,0.0,0.0,0.0,3.6,5.8,270,W,61,Slight rain,38.2,42.8,32.9,0.161,0.161,0.0,7.0,5.1,11.2,222,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-23,America/Los_Angeles,2021-12-23T08:50,2021-12-23T08:20,2021-12-23T08:00,-20,51,Light drizzle,40.8,35.7,94,100,0.004,0.004,0.0,6.1,12.3,208,SSW,55,Dense drizzle,42.0,45.1,38.5,0.13,0.13,0.0,16.0,12.4,25.1,212,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-26,America/Los_Angeles,2021-12-26T08:51,2021-12-26T08:21,2021-12-26T08:00,-21,1,Mainly clear,29.3,21.4,92,33,0.0,0.0,0.0,8.0,17.0,203,SSW,71,Slight snow fall,31.3,36.6,29.1,0.043,0.0,0.331,10.0,12.1,27.1,206,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-28,America/Los_Angeles,2021-12-28T08:51,2021-12-28T08:21,2021-12-28T08:00,-21,73,Moderate snow fall,30.5,25.4,94,100,0.012,0.0,0.083,1.9,4.7,135,SE,73,Moderate snow fall,32.1,35.4,29.5,0.13,0.008,0.854,16.0,4.3,10.1,129,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2021-12-30,America/Los_Angeles,2021-12-30T08:52,2021-12-30T08:22,2021-12-30T08:00,-22,75,Heavy snow fall,34.3,26.0,92,100,0.071,0.008,0.441,10.8,23.3,204,SSW,75,Heavy snow fall,35.2,44.0,26.2,0.315,0.134,1.295,18.0,12.3,25.3,219,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-01,America/Los_Angeles,2022-01-01T08:52,2022-01-01T08:22,2022-01-01T08:00,-22,3,Overcast,21.4,15.5,92,94,0.0,0.0,0.0,1.1,2.7,360,N,3,Overcast,26.5,34.4,21.4,0.0,0.0,0.0,0.0,4.5,11.9,133,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-03,America/Los_Angeles,2022-01-03T08:52,2022-01-03T08:22,2022-01-03T08:00,-22,61,Slight rain,35.8,29.2,100,100,0.067,0.067,0.0,8.0,18.6,153,SSE,73,Moderate snow fall,37.9,42.8,33.1,1.783,1.772,0.083,21.0,14.2,29.8,186,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-05,America/Los_Angeles,2022-01-05T08:51,2022-01-05T08:21,2022-01-05T08:00,-21,53,Moderate drizzle,37.8,33.4,98,100,0.028,0.028,0.0,3.2,5.8,214,SW,71,Slight snow fall,38.3,41.4,34.0,0.772,0.768,0.028,21.0,5.7,11.4,208,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-07,America/Los_Angeles,2022-01-07T08:51,2022-01-07T08:21,2022-01-07T08:00,-21,63,Moderate rain,46.8,43.3,98,100,0.177,0.177,0.0,5.9,20.1,217,SW,65,Heavy rain,44.0,47.5,39.3,1.031,1.031,0.0,16.0,14.8,30.6,217,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-09,America/Los_Angeles,2022-01-09T08:50,2022-01-09T08:20,2022-01-09T08:00,-20,0,Clear sky,29.4,22.7,94,16,0.0,0.0,0.0,5.4,7.4,312,NW,3,Overcast,38.4,49.3,29.1,0.0,0.0,0.0,0.0,5.4,9.2,313,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-11,America/Los_Angeles,2022-01-11T08:49,2022-01-11T08:19,2022-01-11T08:00,-19,61,Slight rain,41.8,38.1,98,100,0.071,0.071,0.0,3.8,8.7,180,S,61,Slight rain,45.3,50.6,40.5,0.374,0.374,0.0,13.0,8.1,17.0,172,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-13,America/Los_Angeles,2022-01-13T08:49,2022-01-13T08:19,2022-01-13T08:00,-19,51,Light drizzle,46.6,42.3,98,100,0.016,0.016,0.0,7.9,15.7,160,SSE,61,Slight rain,45.5,47.2,40.7,0.437,0.437,0.0,15.0,10.0,20.6,154,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-15,America/Los_Angeles,2022-01-15T08:47,2022-01-15T08:17,2022-01-15T08:00,-17,3,Overcast,37.1,33.8,100,100,0.0,0.0,0.0,0.8,3.1,34,NE,3,Overcast,38.9,47.0,34.3,0.0,0.0,0.0,0.0,3.8,7.6,321,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-17,America/Los_Angeles,2022-01-17T08:46,2022-01-17T08:16,2022-01-17T08:00,-16,3,Overcast,36.5,31.7,96,100,0.0,0.0,0.0,3.7,7.6,115,ESE,3,Overcast,39.4,47.8,35.8,0.0,0.0,0.0,0.0,4.6,11.0,148,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-19,America/Los_Angeles,2022-01-19T08:45,2022-01-19T08:15,2022-01-19T08:00,-15,51,Light drizzle,43.5,41.2,99,100,0.008,0.008,0.0,1.4,2.9,81,E,55,Dense drizzle,45.3,47.3,43.5,0.228,0.228,0.0,13.0,5.1,10.3,145,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-21,America/Los_Angeles,2022-01-21T08:43,2022-01-21T08:13,2022-01-21T08:00,-13,3,Overcast,36.6,31.3,98,100,0.0,0.0,0.0,5.0,8.1,324,NW,3,Overcast,42.6,50.0,36.6,0.0,0.0,0.0,0.0,7.4,16.6,331,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-23,America/Los_Angeles,2022-01-23T08:42,2022-01-23T08:12,2022-01-23T08:00,-12,3,Overcast,33.3,27.1,90,81,0.0,0.0,0.0,4.9,8.3,355,N,3,Overcast,40.2,52.3,33.3,0.0,0.0,0.0,0.0,4.9,9.2,357,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-25,America/Los_Angeles,2022-01-25T08:40,2022-01-25T08:10,2022-01-25T08:00,-10,0,Clear sky,33.1,27.0,87,3,0.0,0.0,0.0,4.5,8.3,323,NW,3,Overcast,37.8,48.1,30.7,0.0,0.0,0.0,0.0,5.7,11.0,314,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-27,America/Los_Angeles,2022-01-27T08:38,2022-01-27T08:08,2022-01-27T08:00,-8,0,Clear sky,30.7,24.9,90,7,0.0,0.0,0.0,3.4,6.0,274,W,3,Overcast,35.6,47.5,28.9,0.0,0.0,0.0,0.0,5.3,11.9,293,WNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2021-22,2022-01-29,America/Los_Angeles,2022-01-29T08:35,2022-01-29T08:05,2022-01-29T08:00,-5,3,Overcast,28.7,22.6,92,100,0.0,0.0,0.0,3.6,6.9,227,SW,3,Overcast,34.4,48.0,27.0,0.0,0.0,0.0,0.0,5.6,11.4,199,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-15,America/Los_Angeles,2022-10-15T07:27,2022-10-15T06:57,2022-10-15T07:00,3,3,Overcast,55.7,52.5,70,96,0.0,0.0,0.0,5.2,10.7,350,N,3,Overcast,66.8,81.9,55.7,0.0,0.0,0.0,0.0,7.4,16.3,358,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-17,America/Los_Angeles,2022-10-17T07:30,2022-10-17T07:00,2022-10-17T07:00,0,3,Overcast,52.7,52.2,99,100,0.0,0.0,0.0,2.9,6.7,337,NNW,3,Overcast,58.0,69.2,52.3,0.0,0.0,0.0,0.0,5.1,10.1,353,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-19,America/Los_Angeles,2022-10-19T07:33,2022-10-19T07:03,2022-10-19T07:00,-3,2,Partly cloudy,52.4,51.2,96,50,0.0,0.0,0.0,3.9,8.3,350,N,2,Partly cloudy,62.0,76.4,51.3,0.0,0.0,0.0,0.0,10.3,20.1,341,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-21,America/Los_Angeles,2022-10-21T07:36,2022-10-21T07:06,2022-10-21T07:00,-6,3,Overcast,51.5,49.9,86,100,0.0,0.0,0.0,2.2,7.6,315,NW,63,Moderate rain,50.1,53.0,47.4,0.815,0.815,0.0,13.0,9.5,23.3,144,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-23,America/Los_Angeles,2022-10-23T07:38,2022-10-23T07:08,2022-10-23T07:00,-8,51,Light drizzle,42.7,39.5,98,17,0.008,0.008,0.0,2.9,4.9,189,S,51,Light drizzle,47.8,55.9,40.7,0.047,0.047,0.0,9.0,5.1,13.9,177,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-25,America/Los_Angeles,2022-10-25T07:41,2022-10-25T07:11,2022-10-25T07:00,-11,3,Overcast,42.5,39.4,100,100,0.0,0.0,0.0,3.0,6.5,197,SSW,63,Moderate rain,46.8,53.3,41.9,0.449,0.449,0.0,9.0,13.0,29.3,200,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-27,America/Los_Angeles,2022-10-27T07:44,2022-10-27T07:14,2022-10-27T07:00,-14,3,Overcast,42.8,39.8,99,99,0.0,0.0,0.0,2.7,6.3,156,SSE,3,Overcast,49.4,59.0,42.8,0.0,0.0,0.0,0.0,6.2,15.0,168,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-10-29,America/Los_Angeles,2022-10-29T07:47,2022-10-29T07:17,2022-10-29T07:00,-17,3,Overcast,48.0,45.9,99,100,0.0,0.0,0.0,3.6,7.6,330,NNW,51,Light drizzle,51.1,58.9,45.5,0.008,0.008,0.0,2.0,5.5,9.8,324,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-03,America/Los_Angeles,2022-11-03T07:54,2022-11-03T07:24,2022-11-03T07:00,-24,3,Overcast,40.5,36.1,96,100,0.0,0.0,0.0,4.3,9.8,189,S,55,Dense drizzle,42.1,46.3,39.8,0.201,0.201,0.0,12.0,12.1,24.8,181,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-05,America/Los_Angeles,2022-11-05T07:57,2022-11-05T07:27,2022-11-05T07:00,-27,51,Light drizzle,44.0,39.9,90,100,0.004,0.004,0.0,4.6,10.1,219,SW,53,Moderate drizzle,46.3,53.2,41.1,0.15,0.15,0.0,12.0,13.9,27.7,265,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-07,America/Los_Angeles,2022-11-07T07:59,2022-11-07T07:29,2022-11-07T07:00,-29,73,Moderate snow fall,38.0,32.9,99,100,0.055,0.043,0.083,5.4,12.5,156,SSE,73,Moderate snow fall,39.8,45.6,36.5,0.181,0.165,0.11,10.0,12.2,27.3,173,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-09,America/Los_Angeles,2022-11-09T08:02,2022-11-09T07:32,2022-11-09T08:00,28,0,Clear sky,32.1,25.8,93,4,0.0,0.0,0.0,5.2,11.9,329,NNW,3,Overcast,38.4,46.5,32.1,0.0,0.0,0.0,0.0,8.0,15.9,356,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-11,America/Los_Angeles,2022-11-11T08:05,2022-11-11T07:35,2022-11-11T08:00,25,3,Overcast,40.1,35.8,76,100,0.0,0.0,0.0,1.5,3.8,207,SSW,51,Light drizzle,40.2,46.1,34.8,0.012,0.012,0.0,3.0,7.5,15.7,105,ESE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-13,America/Los_Angeles,2022-11-13T08:08,2022-11-13T07:38,2022-11-13T08:00,22,3,Overcast,33.6,28.8,99,100,0.0,0.0,0.0,2.8,6.3,29,NNE,3,Overcast,38.8,47.0,32.7,0.0,0.0,0.0,0.0,7.1,13.4,353,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-15,America/Los_Angeles,2022-11-15T08:11,2022-11-15T07:41,2022-11-15T08:00,19,0,Clear sky,33.6,27.4,79,16,0.0,0.0,0.0,4.3,8.5,28,NNE,1,Mainly clear,38.5,49.6,30.6,0.0,0.0,0.0,0.0,5.0,10.5,334,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-17,America/Los_Angeles,2022-11-17T08:13,2022-11-17T07:43,2022-11-17T08:00,17,2,Partly cloudy,30.8,24.3,83,76,0.0,0.0,0.0,4.5,8.9,273,W,3,Overcast,34.5,43.3,28.9,0.0,0.0,0.0,0.0,5.2,10.3,271,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-19,America/Los_Angeles,2022-11-19T08:16,2022-11-19T07:46,2022-11-19T08:00,14,0,Clear sky,27.6,20.7,75,0,0.0,0.0,0.0,3.8,6.0,298,WNW,3,Overcast,35.5,44.8,27.6,0.0,0.0,0.0,0.0,5.4,12.1,322,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-21,America/Los_Angeles,2022-11-21T08:19,2022-11-21T07:49,2022-11-21T08:00,11,3,Overcast,33.4,28.1,85,98,0.0,0.0,0.0,2.5,6.0,260,W,3,Overcast,37.7,47.8,30.1,0.0,0.0,0.0,0.0,4.2,8.3,246,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-23,America/Los_Angeles,2022-11-23T08:21,2022-11-23T07:51,2022-11-23T08:00,9,3,Overcast,40.3,37.0,98,100,0.0,0.0,0.0,2.0,4.9,243,WSW,3,Overcast,40.9,47.2,35.2,0.0,0.0,0.0,0.0,4.9,8.1,245,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-26,America/Los_Angeles,2022-11-26T08:25,2022-11-26T07:55,2022-11-26T08:00,5,2,Partly cloudy,32.5,28.1,100,58,0.0,0.0,0.0,1.6,3.6,254,WSW,51,Light drizzle,37.3,43.8,30.0,0.004,0.004,0.0,1.0,5.7,11.2,197,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-11-28,America/Los_Angeles,2022-11-28T08:28,2022-11-28T07:58,2022-11-28T08:00,2,0,Clear sky,30.9,25.2,98,12,0.0,0.0,0.0,4.0,6.5,207,SSW,53,Moderate drizzle,36.3,44.8,27.7,0.043,0.043,0.0,5.0,5.0,13.2,239,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
