season,hunt_date,timezone,sunrise_local,estimated_open_time_local,opening_sample_time_local,opening_sample_offset_minutes,opening_weather_code,opening_conditions,opening_temperature_f,opening_apparent_temperature_f,opening_relative_humidity_pct,opening_cloud_cover_pct,opening_precipitation_in,opening_rain_in,opening_snowfall_in,opening_wind_speed_mph,opening_wind_gust_mph,opening_wind_direction_deg,opening_wind_direction_cardinal,daily_weather_code,daily_conditions,daily_temperature_mean_f,daily_temperature_high_f,daily_temperature_low_f,daily_precipitation_in,daily_rain_in,daily_snowfall_in,daily_precipitation_hours,daily_wind_speed_max_mph,daily_wind_gust_max_mph,daily_wind_direction_dominant_deg,daily_wind_direction_dominant_cardinal,requested_latitude,requested_longitude,weather_grid_latitude,weather_grid_longitude,weather_grid_elevation_m,weather_model
2024-25,2024-12-10,America/Los_Angeles,2024-12-10T08:41,2024-12-10T08:11,2024-12-10T08:00,-11,3,Overcast,32.8,28.1,92,95,0.0,0.0,0.0,1.6,3.6,4,N,3,Overcast,37.1,45.8,32.5,0.0,0.0,0.0,0.0,3.9,8.5,319,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-12,America/Los_Angeles,2024-12-12T08:43,2024-12-12T08:13,2024-12-12T08:00,-13,53,Moderate drizzle,38.8,35.1,89,100,0.028,0.028,0.0,1.4,2.9,288,WNW,53,Moderate drizzle,39.5,41.6,38.0,0.181,0.181,0.0,14.0,4.1,8.5,249,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-14,America/Los_Angeles,2024-12-14T08:45,2024-12-14T08:15,2024-12-14T08:00,-15,51,Light drizzle,45.8,36.6,87,100,0.004,0.004,0.0,17.0,33.8,191,S,53,Moderate drizzle,44.4,48.7,39.8,0.071,0.071,0.0,8.0,18.2,34.2,188,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-16,America/Los_Angeles,2024-12-16T08:46,2024-12-16T08:16,2024-12-16T08:00,-16,3,Overcast,40.9,36.0,93,100,0.0,0.0,0.0,5.3,9.8,141,SE,61,Slight rain,43.4,49.2,40.8,0.492,0.492,0.0,16.0,8.3,16.1,140,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-18,America/Los_Angeles,2024-12-18T08:47,2024-12-18T08:17,2024-12-18T08:00,-17,51,Light drizzle,48.8,45.6,84,0,0.004,0.004,0.0,4.1,16.3,197,SSW,63,Moderate rain,51.1,55.6,43.8,0.445,0.445,0.0,7.0,18.6,37.6,188,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-20,America/Los_Angeles,2024-12-20T08:48,2024-12-20T08:18,2024-12-20T08:00,-18,3,Overcast,44.8,42.5,93,100,0.0,0.0,0.0,1.1,3.4,238,WSW,53,Moderate drizzle,46.3,51.0,43.2,0.02,0.02,0.0,1.0,8.3,17.0,234,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-22,America/Los_Angeles,2024-12-22T08:49,2024-12-22T08:19,2024-12-22T08:00,-19,3,Overcast,44.7,41.6,87,100,0.0,0.0,0.0,2.2,7.4,156,SSE,61,Slight rain,45.4,48.5,41.1,0.311,0.311,0.0,16.0,10.5,24.2,148,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-24,America/Los_Angeles,2024-12-24T08:50,2024-12-24T08:20,2024-12-24T08:00,-20,61,Slight rain,44.0,40.6,85,100,0.075,0.075,0.0,2.1,4.3,183,S,63,Moderate rain,44.7,50.1,40.0,0.72,0.72,0.0,18.0,7.1,18.6,172,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-26,America/Los_Angeles,2024-12-26T08:51,2024-12-26T08:21,2024-12-26T08:00,-21,61,Slight rain,47.7,40.9,88,100,0.087,0.087,0.0,12.6,28.0,222,SW,63,Moderate rain,48.0,52.2,45.1,1.311,1.311,0.0,15.0,21.5,47.9,191,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-28,America/Los_Angeles,2024-12-28T08:51,2024-12-28T08:21,2024-12-28T08:00,-21,3,Overcast,49.5,43.2,79,100,0.0,0.0,0.0,10.7,19.7,200,SSW,61,Slight rain,48.2,50.8,45.1,0.213,0.213,0.0,9.0,11.7,24.4,191,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2024-12-30,America/Los_Angeles,2024-12-30T08:51,2024-12-30T08:21,2024-12-30T08:00,-21,2,Partly cloudy,38.2,34.8,99,57,0.0,0.0,0.0,1.4,3.4,171,S,53,Moderate drizzle,41.2,48.3,37.5,0.075,0.075,0.0,7.0,7.5,16.1,178,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-01,America/Los_Angeles,2025-01-01T08:52,2025-01-01T08:22,2025-01-01T08:00,-22,3,Overcast,38.6,35.2,95,100,0.0,0.0,0.0,1.2,2.7,107,ESE,53,Moderate drizzle,41.2,46.5,37.3,0.091,0.091,0.0,6.0,6.2,12.5,165,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-03,America/Los_Angeles,2025-01-03T08:52,2025-01-03T08:22,2025-01-03T08:00,-22,61,Slight rain,42.5,39.0,93,100,0.059,0.059,0.0,2.9,7.4,239,WSW,63,Moderate rain,43.3,47.4,41.3,0.937,0.937,0.0,19.0,9.8,18.6,162,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-05,America/Los_Angeles,2025-01-05T08:51,2025-01-05T08:21,2025-01-05T08:00,-21,3,Overcast,47.6,46.4,97,100,0.0,0.0,0.0,0.8,5.8,262,W,61,Slight rain,48.2,51.9,45.7,0.311,0.311,0.0,14.0,8.6,18.3,195,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-07,America/Los_Angeles,2025-01-07T08:51,2025-01-07T08:21,2025-01-07T08:00,-21,3,Overcast,35.4,31.1,94,100,0.0,0.0,0.0,1.9,2.9,295,WNW,3,Overcast,38.1,44.1,34.6,0.0,0.0,0.0,0.0,4.1,8.5,273,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-09,America/Los_Angeles,2025-01-09T08:50,2025-01-09T08:20,2025-01-09T08:00,-20,2,Partly cloudy,37.0,32.0,87,67,0.0,0.0,0.0,3.1,4.9,311,NW,3,Overcast,40.4,49.1,35.7,0.0,0.0,0.0,0.0,4.5,9.2,279,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-11,America/Los_Angeles,2025-01-11T08:49,2025-01-11T08:19,2025-01-11T08:00,-19,1,Mainly clear,40.3,35.7,91,28,0.0,0.0,0.0,4.1,8.3,244,WSW,51,Light drizzle,43.5,48.2,39.0,0.02,0.02,0.0,3.0,5.9,11.2,252,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-13,America/Los_Angeles,2025-01-13T08:48,2025-01-13T08:18,2025-01-13T08:00,-18,3,Overcast,35.1,30.5,94,100,0.0,0.0,0.0,2.5,5.1,43,NE,3,Overcast,37.1,43.4,32.6,0.0,0.0,0.0,0.0,4.4,10.3,359,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-15,America/Los_Angeles,2025-01-15T08:47,2025-01-15T08:17,2025-01-15T08:00,-17,3,Overcast,35.2,30.7,100,100,0.0,0.0,0.0,2.7,5.6,22,NNE,3,Overcast,38.9,51.0,34.3,0.0,0.0,0.0,0.0,3.3,7.2,22,NNE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-17,America/Los_Angeles,2025-01-17T08:46,2025-01-17T08:16,2025-01-17T08:00,-16,3,Overcast,34.3,30.5,99,92,0.0,0.0,0.0,0.9,4.7,346,NNW,3,Overcast,36.3,43.3,32.5,0.0,0.0,0.0,0.0,6.1,12.8,348,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-19,America/Los_Angeles,2025-01-19T08:45,2025-01-19T08:15,2025-01-19T08:00,-15,0,Clear sky,28.3,22.4,87,6,0.0,0.0,0.0,2.6,5.8,342,NNW,1,Mainly clear,34.0,43.7,28.3,0.0,0.0,0.0,0.0,7.5,13.6,344,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-21,America/Los_Angeles,2025-01-21T08:43,2025-01-21T08:13,2025-01-21T08:00,-13,3,Overcast,29.5,24.9,95,100,0.0,0.0,0.0,0.4,1.1,108,ESE,3,Overcast,33.9,42.4,29.0,0.0,0.0,0.0,0.0,2.8,8.3,56,NE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-23,America/Los_Angeles,2025-01-23T08:41,2025-01-23T08:11,2025-01-23T08:00,-11,3,Overcast,29.2,23.2,82,99,0.0,0.0,0.0,2.8,5.8,339,NNW,3,Overcast,36.8,46.8,28.9,0.0,0.0,0.0,0.0,6.8,13.2,346,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2024-25,2025-01-25,America/Los_Angeles,2025-01-25T08:39,2025-01-25T08:09,2025-01-25T08:00,-9,0,Clear sky,27.9,21.3,91,0,0.0,0.0,0.0,4.3,9.4,343,NNW,0,Clear sky,35.3,46.9,27.8,0.0,0.0,0.0,0.0,7.5,15.7,0,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-11,America/Los_Angeles,2025-10-11T07:23,2025-10-11T06:53,2025-10-11T07:00,7,51,Light drizzle,49.2,47.5,96,100,0.004,0.0,0.0,2.7,7.2,165,SSE,53,Moderate drizzle,52.6,58.0,49.2,0.13,0.067,0.0,9.0,8.7,19.5,205,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-13,America/Los_Angeles,2025-10-13T07:25,2025-10-13T06:55,2025-10-13T07:00,5,1,Mainly clear,41.6,35.7,95,29,0.0,0.0,0.0,8.5,17.7,339,NNW,55,Dense drizzle,49.2,60.0,41.6,0.043,0.0,0.0,2.0,9.4,18.1,15,NNE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-15,America/Los_Angeles,2025-10-15T07:28,2025-10-15T06:58,2025-10-15T07:00,2,0,Clear sky,41.6,36.8,86,13,0.0,0.0,0.0,4.8,10.3,342,NNW,3,Overcast,51.0,63.5,41.6,0.0,0.0,0.0,0.0,7.5,12.5,352,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-17,America/Los_Angeles,2025-10-17T07:31,2025-10-17T07:01,2025-10-17T07:00,-1,51,Light drizzle,51.9,51.6,93,100,0.008,0.008,0.0,0.7,7.4,141,SE,51,Light drizzle,54.3,61.2,48.5,0.02,0.02,0.0,4.0,9.0,18.3,319,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-19,America/Los_Angeles,2025-10-19T07:33,2025-10-19T07:03,2025-10-19T07:00,-3,2,Partly cloudy,50.0,44.7,94,73,0.0,0.0,0.0,11.4,20.1,191,S,80,Slight rain showers,53.6,60.4,48.4,0.177,0.126,0.0,11.0,14.7,28.2,230,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-21,America/Los_Angeles,2025-10-21T07:36,2025-10-21T07:06,2025-10-21T07:00,-6,3,Overcast,45.1,42.6,100,95,0.0,0.0,0.0,3.1,7.4,6,N,3,Overcast,51.7,63.3,44.7,0.0,0.0,0.0,0.0,6.8,13.4,344,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-23,America/Los_Angeles,2025-10-23T07:39,2025-10-23T07:09,2025-10-23T07:00,-9,3,Overcast,50.0,49.1,97,100,0.0,0.0,0.0,1.7,3.6,165,SSE,3,Overcast,54.3,62.2,48.9,0.0,0.0,0.0,0.0,4.7,11.2,168,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-25,America/Los_Angeles,2025-10-25T07:42,2025-10-25T07:12,2025-10-25T07:00,-12,81,Moderate rain showers,48.0,43.7,88,100,0.098,0.031,0.0,6.8,18.3,169,S,96,Thunderstorm with slight hail,49.6,53.7,46.8,0.949,0.232,0.0,16.0,20.6,45.6,180,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-10-30,America/Los_Angeles,2025-10-30T07:49,2025-10-30T07:19,2025-10-30T07:00,-19,3,Overcast,42.1,36.9,84,98,0.0,0.0,0.0,5.4,11.4,346,NNW,3,Overcast,48.3,55.9,42.1,0.0,0.0,0.0,0.0,8.6,17.0,338,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-01,America/Los_Angeles,2025-11-01T07:51,2025-11-01T07:21,2025-11-01T07:00,-21,80,Slight rain showers,56.8,53.3,94,100,0.075,0.067,0.0,11.9,27.1,180,S,81,Moderate rain showers,54.1,59.5,44.7,0.969,0.795,0.0,15.0,13.0,31.3,199,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-03,America/Los_Angeles,2025-11-03T07:54,2025-11-03T07:24,2025-11-03T07:00,-24,3,Overcast,48.7,45.9,73,100,0.0,0.0,0.0,1.4,3.6,299,WNW,61,Slight rain,48.3,49.9,46.5,0.528,0.528,0.0,15.0,9.4,17.4,324,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-05,America/Los_Angeles,2025-11-05T07:57,2025-11-05T07:27,2025-11-05T07:00,-27,55,Dense drizzle,49.6,45.8,90,100,0.039,0.039,0.0,6.9,17.9,141,SE,95,Thunderstorm,52.6,59.7,49.6,1.161,0.398,0.0,23.0,21.5,40.3,175,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-07,America/Los_Angeles,2025-11-07T08:00,2025-11-07T07:30,2025-11-07T07:00,-30,3,Overcast,45.7,44.1,100,100,0.0,0.0,0.0,1.1,3.8,212,SSW,53,Moderate drizzle,49.2,55.9,45.2,0.067,0.02,0.0,8.0,6.1,12.1,193,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-09,America/Los_Angeles,2025-11-09T08:03,2025-11-09T07:33,2025-11-09T08:00,27,3,Overcast,41.7,38.1,100,100,0.0,0.0,0.0,3.8,8.3,256,WSW,3,Overcast,48.8,58.5,41.7,0.0,0.0,0.0,0.0,5.2,8.9,246,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-11,America/Los_Angeles,2025-11-11T08:05,2025-11-11T07:35,2025-11-11T08:00,25,2,Partly cloudy,44.5,41.0,94,78,0.0,0.0,0.0,4.1,10.1,331,NNW,3,Overcast,50.1,57.2,44.5,0.0,0.0,0.0,0.0,7.7,14.3,337,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-13,America/Los_Angeles,2025-11-13T08:08,2025-11-13T07:38,2025-11-13T08:00,22,53,Moderate drizzle,51.3,50.4,93,100,0.035,0.012,0.0,1.7,5.1,310,NW,80,Slight rain showers,53.5,59.9,50.5,0.528,0.165,0.0,17.0,5.4,13.4,299,WNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-15,America/Los_Angeles,2025-11-15T08:11,2025-11-15T07:41,2025-11-15T08:00,19,3,Overcast,52.9,51.6,93,100,0.0,0.0,0.0,3.8,7.8,159,SSE,51,Light drizzle,53.6,56.0,49.7,0.016,0.016,0.0,4.0,8.9,16.3,182,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-17,America/Los_Angeles,2025-11-17T08:14,2025-11-17T07:44,2025-11-17T08:00,16,53,Moderate drizzle,47.9,43.7,92,100,0.028,0.024,0.0,7.4,17.0,329,NNW,55,Dense drizzle,48.3,52.3,41.5,0.193,0.169,0.0,9.0,11.6,21.3,323,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-19,America/Los_Angeles,2025-11-19T08:17,2025-11-19T07:47,2025-11-19T08:00,13,3,Overcast,38.6,34.5,99,100,0.0,0.0,0.0,3.1,7.2,327,NNW,51,Light drizzle,43.6,50.5,38.2,0.004,0.0,0.0,1.0,7.7,15.9,167,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-21,America/Los_Angeles,2025-11-21T08:19,2025-11-21T07:49,2025-11-21T08:00,11,3,Overcast,38.0,34.9,100,100,0.0,0.0,0.0,0.8,2.7,153,SSE,3,Overcast,42.2,48.3,37.2,0.0,0.0,0.0,0.0,5.2,8.9,29,NNE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-23,America/Los_Angeles,2025-11-23T08:22,2025-11-23T07:52,2025-11-23T08:00,8,53,Moderate drizzle,43.3,39.1,96,100,0.02,0.02,0.0,5.3,10.5,156,SSE,53,Moderate drizzle,44.7,47.0,43.0,0.201,0.177,0.0,17.0,6.8,11.2,181,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-25,America/Los_Angeles,2025-11-25T08:24,2025-11-25T07:54,2025-11-25T08:00,6,3,Overcast,39.5,36.6,100,100,0.0,0.0,0.0,0.8,4.9,117,ESE,81,Moderate rain showers,42.1,45.5,38.8,0.496,0.35,0.0,10.0,6.9,13.6,177,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-11-29,America/Los_Angeles,2025-11-29T08:29,2025-11-29T07:59,2025-11-29T08:00,1,3,Overcast,39.9,36.2,83,100,0.0,0.0,0.0,1.0,2.5,276,W,3,Overcast,44.2,48.8,38.9,0.0,0.0,0.0,0.0,3.5,8.5,223,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-01,America/Los_Angeles,2025-12-01T08:32,2025-12-01T08:02,2025-12-01T08:00,-2,3,Overcast,35.2,30.8,97,100,0.0,0.0,0.0,2.1,5.1,22,NNE,3,Overcast,39.7,46.0,35.2,0.0,0.0,0.0,0.0,4.4,9.2,35,NE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-03,America/Los_Angeles,2025-12-03T08:34,2025-12-03T08:04,2025-12-03T08:00,-4,3,Overcast,40.5,37.0,99,100,0.0,0.0,0.0,2.6,6.3,7,N,3,Overcast,42.0,45.7,39.7,0.0,0.0,0.0,0.0,3.1,6.9,0,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-05,America/Los_Angeles,2025-12-05T08:36,2025-12-05T08:06,2025-12-05T08:00,-6,80,Slight rain showers,46.1,44.1,97,100,0.083,0.02,0.0,2.0,6.9,211,SSW,81,Moderate rain showers,49.7,55.9,44.2,0.492,0.24,0.0,17.0,13.1,24.2,220,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-07,America/Los_Angeles,2025-12-07T08:38,2025-12-07T08:08,2025-12-07T08:00,-8,51,Light drizzle,48.5,43.3,93,100,0.016,0.016,0.0,10.2,19.2,165,SSE,80,Slight rain showers,50.2,56.3,46.6,0.319,0.291,0.0,16.0,13.2,25.7,190,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-09,America/Los_Angeles,2025-12-09T08:40,2025-12-09T08:10,2025-12-09T08:00,-10,61,Slight rain,48.1,45.2,90,100,0.087,0.087,0.0,4.0,14.5,14,NNE,81,Moderate rain showers,49.3,54.4,46.3,1.268,1.228,0.0,24.0,14.1,29.5,215,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-11,America/Los_Angeles,2025-12-11T08:42,2025-12-11T08:12,2025-12-11T08:00,-12,3,Overcast,54.4,52.7,93,100,0.0,0.0,0.0,5.8,15.9,208,SSW,51,Light drizzle,56.1,59.3,53.4,0.067,0.055,0.0,13.0,14.0,26.4,206,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-13,America/Los_Angeles,2025-12-13T08:44,2025-12-13T08:14,2025-12-13T08:00,-14,3,Overcast,47.2,45.5,95,100,0.0,0.0,0.0,1.3,4.3,180,S,3,Overcast,48.4,55.2,43.5,0.0,0.0,0.0,0.0,4.9,9.4,184,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-15,America/Los_Angeles,2025-12-15T08:45,2025-12-15T08:15,2025-12-15T08:00,-15,53,Moderate drizzle,52.2,47.4,90,100,0.02,0.02,0.0,11.1,20.8,177,S,80,Slight rain showers,52.8,60.3,48.7,0.642,0.358,0.0,18.0,15.4,29.5,191,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-17,America/Los_Angeles,2025-12-17T08:46,2025-12-17T08:16,2025-12-17T08:00,-16,1,Mainly clear,42.7,36.8,81,35,0.0,0.0,0.0,7.1,14.3,225,SW,82,Violent rain showers,46.8,55.6,42.7,0.709,0.63,0.0,5.0,18.9,43.2,229,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-19,America/Los_Angeles,2025-12-19T08:48,2025-12-19T08:18,2025-12-19T08:00,-18,2,Partly cloudy,39.4,35.1,94,63,0.0,0.0,0.0,3.5,7.4,237,WSW,51,Light drizzle,42.8,47.1,37.9,0.024,0.016,0.0,3.0,11.3,23.9,231,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-21,America/Los_Angeles,2025-12-21T08:49,2025-12-21T08:19,2025-12-21T08:00,-19,3,Overcast,39.5,35.8,89,100,0.0,0.0,0.0,1.4,4.5,198,SSW,53,Moderate drizzle,42.3,45.9,38.6,0.063,0.024,0.0,7.0,4.8,12.3,187,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-23,America/Los_Angeles,2025-12-23T08:50,2025-12-23T08:20,2025-12-23T08:00,-20,51,Light drizzle,42.2,40.0,98,99,0.004,0.004,0.0,0.3,2.9,153,SSE,51,Light drizzle,43.1,44.8,41.7,0.063,0.059,0.0,12.0,7.0,11.0,322,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-26,America/Los_Angeles,2025-12-26T08:51,2025-12-26T08:21,2025-12-26T08:00,-21,0,Clear sky,38.9,35.6,98,16,0.0,0.0,0.0,1.5,11.4,184,S,53,Moderate drizzle,40.9,44.6,38.6,0.039,0.039,0.0,2.0,7.0,13.0,247,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-28,America/Los_Angeles,2025-12-28T08:51,2025-12-28T08:21,2025-12-28T08:00,-21,3,Overcast,34.0,29.2,99,100,0.0,0.0,0.0,2.8,7.6,326,NW,3,Overcast,37.7,43.7,33.7,0.0,0.0,0.0,0.0,7.6,15.4,347,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2025-12-30,America/Los_Angeles,2025-12-30T08:52,2025-12-30T08:22,2025-12-30T08:00,-22,3,Overcast,31.5,25.8,80,93,0.0,0.0,0.0,2.4,4.0,281,W,3,Overcast,36.6,44.2,30.9,0.0,0.0,0.0,0.0,3.9,9.6,280,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-01,America/Los_Angeles,2026-01-01T08:52,2026-01-01T08:22,2026-01-01T08:00,-22,51,Light drizzle,34.7,30.5,97,100,0.004,0.004,0.0,1.8,3.6,207,SSW,55,Dense drizzle,36.3,40.1,32.3,0.228,0.228,0.0,18.0,6.2,10.1,258,WSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-03,America/Los_Angeles,2026-01-03T08:52,2026-01-03T08:22,2026-01-03T08:00,-22,53,Moderate drizzle,43.3,38.4,94,100,0.02,0.016,0.0,6.9,14.1,156,SSE,80,Slight rain showers,46.1,51.8,42.8,0.429,0.272,0.0,16.0,9.5,19.9,150,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-05,America/Los_Angeles,2026-01-05T08:51,2026-01-05T08:21,2026-01-05T08:00,-21,3,Overcast,37.9,34.7,100,99,0.0,0.0,0.0,1.1,3.4,354,N,80,Slight rain showers,40.7,46.2,37.8,0.106,0.004,0.0,2.0,7.2,14.3,180,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-07,America/Los_Angeles,2026-01-07T08:51,2026-01-07T08:21,2026-01-07T08:00,-21,51,Light drizzle,38.8,32.8,92,100,0.012,0.004,0.0,7.1,13.0,196,SSW,85,Slight snow showers,39.1,43.7,35.4,0.394,0.22,0.028,12.0,12.1,24.2,204,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-09,America/Los_Angeles,2026-01-09T08:50,2026-01-09T08:20,2026-01-09T08:00,-20,1,Mainly clear,37.1,33.6,99,48,0.0,0.0,0.0,1.1,2.9,96,E,51,Light drizzle,42.0,48.7,36.4,0.012,0.012,0.0,3.0,5.5,10.3,197,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-11,America/Los_Angeles,2026-01-11T08:49,2026-01-11T08:19,2026-01-11T08:00,-19,3,Overcast,40.4,36.3,97,100,0.0,0.0,0.0,3.8,8.1,220,SW,51,Light drizzle,44.2,50.4,40.3,0.004,0.004,0.0,1.0,5.1,11.4,180,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-13,America/Los_Angeles,2026-01-13T08:49,2026-01-13T08:19,2026-01-13T08:00,-19,3,Overcast,37.7,34.5,100,100,0.0,0.0,0.0,0.6,1.6,45,NE,3,Overcast,41.4,50.0,37.3,0.0,0.0,0.0,0.0,2.2,6.7,7,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-15,America/Los_Angeles,2026-01-15T08:47,2026-01-15T08:17,2026-01-15T08:00,-17,2,Partly cloudy,41.7,37.7,97,74,0.0,0.0,0.0,4.2,9.4,14,NNE,3,Overcast,45.3,54.4,40.9,0.0,0.0,0.0,0.0,10.9,21.5,348,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-17,America/Los_Angeles,2026-01-17T08:46,2026-01-17T08:16,2026-01-17T08:00,-16,0,Clear sky,34.2,29.3,81,2,0.0,0.0,0.0,1.3,2.7,275,W,0,Clear sky,39.9,48.5,33.8,0.0,0.0,0.0,0.0,4.0,9.2,302,WNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2025-26,2026-01-19,America/Los_Angeles,2026-01-19T08:45,2026-01-19T08:15,2026-01-19T08:00,-15,0,Clear sky,31.3,25.8,81,1,0.0,0.0,0.0,1.9,3.4,260,W,0,Clear sky,37.6,48.1,31.3,0.0,0.0,0.0,0.0,3.6,8.5,281,W,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
